"","X","ktnr","ktname","Einheit","stpf","snpstbetr","mean_stbetr","median_stbetr","gini_stbetr","mean_steink","median_steink","gini_steink","mean_steinka","median_steinka","gini_steinka","mean_reink","median_reink","gini_reink","mean_reinka","median_reinka","gini_reinka","p1","p5","p10","p20","p25","p30","p40","p50","p60","p70","p75","p80","p90","p95","p96","p97","p98","p99","p99_5","p99_9","p99_99","stpfo","stpf_100","stpf_200","stpf_300","stpf_400","stpf_500","stpf_600","stpf_700","stpf_800","stpf_900","stpf_1000","stpf_1100","stpf_1200","stpf_1300","stpf_1400","stpf_1500","stpf_1600","stpf_1700","stpf_1800","stpf_1900","stpf_2000","stpf_u2000","year","Einheit.ID"
"355",355,17,"SG","Total",286234,316.832,1107,174,0.847,51257,42900,0.438,39150.64453125,34100,0.413434833288193,59380,49100,0.425,44075.015625,39791.66796875,0.378424614667892,0,0,5900,18000,22900,27400,35800,42900,50200,59000,64400,71100,93400,120400,131000,146300,172000,233300,322400,658500,2145500,82662,38856,23946,31013,37204,39738,32283,23822,16363,11383,7772,5519,3847,2789,2063,1532,1234,993,719,608,535,4015,2012,NA
"356",356,18,"GR","Total",127002,152.145,1198,180,0.851,48797,40200,0.491,37529.08984375,32100,0.47092068195343,56385,45500,0.469,42165.921875,37666.66796875,0.432755291461945,0,0,1900,9200,14600,20700,31400,40200,48400,57700,63400,70400,93100,120800,131900,149100,178500,255800,350000,783600,2370000,35935,26420,10836,11667,14188,15392,13035,9682,7014,4879,3351,2363,1703,1177,890,633,509,423,347,257,183,2053,2012,NA
"357",357,19,"AG","Total",364231,494.81,1359,278,0.808,58567,49600,0.416,44431.109375,39700,0.390351295471191,67031,56000,0.405,49616.21484375,45153.84765625,0.357288658618927,0,0,7400,23100,29000,34000,42100,49600,57700,67700,74000,81800,107100,137100,148400,163600,189600,245000,320400,637100,1684000,87477,41786,22075,30402,40797,48936,43417,34170,25640,18968,13928,10140,7166,5528,4086,3018,2507,1742,1443,1236,987,6259,2012,NA
"358",358,20,"TG","Total",149358,182.102,1219,194,0.839,53988,44900,0.433,40784.0390625,35300,0.40858006477356,62337,51500,0.423,45794.83203125,41066.66796875,0.376861393451691,0,100,6600,19900,25000,29600,37700,44900,52500,61700,67500,74800,98600,127200,138200,153900,180600,241000,318500,644300,2554100,40110,18931,11063,15436,18779,20577,17264,12653,9101,6532,4596,3404,2290,1696,1260,950,752,571,492,376,306,2329,2012,NA
"359",359,21,"TI","Total",216105,356.506,1650,147,0.89,52571,38300,0.523,39802.0546875,30500,0.495502203702927,59601,44100,0.505,44149.6640625,35800,0.463652610778809,0,0,1800,12000,16900,21200,30000,38300,47000,56900,63000,70700,98400,137600,154800,182300,223800,322000,464900,1044400,3e+06,66629,38765,22800,24558,26053,24410,20231,15034,10906,7323,5130,3891,2823,2156,1564,1277,1065,826,672,577,502,5542,2012,NA
"360",360,22,"VD","Total",420431,908.093,2160,197,0.873,61148,44100,0.532,45018.32421875,35428.5703125,0.498228996992111,69579,50500,0.506,50198.05078125,41200,0.458062767982483,0,0,0,12300,18700,24400,34800,44100,54100,66100,73900,83900,120000,167500,187200,216300,266500,375800,520800,1072000,3584300,131106,77389,32334,38244,43170,44598,38368,31113,23493,17548,13449,10588,8057,6446,5111,3979,3363,2748,2261,1835,1534,14803,2012,NA
"361",361,23,"VS","Total",226988,201.111,886,120,0.863,41429,34200,0.529,31601.01953125,26881.9453125,0.510171949863434,48101,38800,0.52,35617.52734375,32400,0.482182323932648,0,0,0,3400,6100,11300,24200,34200,43000,52100,57500,63900,84100,108200,117600,131000,155500,211100,280000,576000,2029100,79456,65766,16377,21554,24541,25603,20909,15457,10759,7097,4787,3266,2247,1665,1114,890,713,510,374,434,272,2653,2012,NA
"362",362,24,"NE","Total",103783,113.168,1090,157,0.847,50192,41700,0.467,38024.28125,33500,0.436023712158203,57989,47100,0.461,42697.44140625,39200,0.410193294286728,0,0,700,13400,19800,24700,33700,41700,49800,59600,65600,73100,96900,125200,135500,151100,175500,235800,315300,612900,2184800,33301,18377,7716,11040,12417,12934,10491,7991,5862,4324,3104,2156,1556,1151,853,623,522,414,287,258,200,1507,2012,NA
"363",363,25,"GE","Total",254540,789.214,3101,201,0.892,69680,45600,0.58,50989.33984375,36066.66796875,0.544303178787231,77050,51700,0.563,55432.96484375,41600,0.517588675022125,0,0,0,10600,18000,23100,34200,45600,57300,71000,79400,90100,130200,186600,210500,249000,315300,469500,694900,1833400,13203900,78571,49670,18840,23641,22125,22328,21296,18508,15265,11800,8883,6922,5426,4247,3480,2724,2257,1906,1595,1335,1092,11200,2012,NA
"364",364,26,"JU","Total",43642,31.642,725,117,0.842,44500,38500,0.445,33606.76953125,29933.333984375,0.416955828666687,52556,44400,0.443,38397.453125,36000,0.388327032327652,0,0,1800,13000,18700,23100,31100,38500,45800,54300,59600,65700,84600,106100,113800,125100,143000,186600,234000,428200,NA,15178,7783,3698,5268,5997,5620,4496,3295,2297,1526,1022,696,446,321,240,172,128,94,77,55,52,359,2012,NA
"365",365,1,"ZH","Total",872228,2055.822,2357,358,0.844,66137,50000,0.492,51035.30859375,41300,0.463420391082764,73817,56200,0.473,55838.421875,46500,0.430934578180313,0,0,3600,19100,25200,31000,41100,50000,59900,71700,79500,89500,123500,169700,187900,215300,261100,366600,517500,1161700,4071100,218733,122478,57166,72112,84515,97262,90536,74916,57274,43082,33024,25511,19652,16684,11746,9347,7446,6013,5109,4247,3492,30616,2013,NA
"366",366,2,"BE","Total",635951,657.89,1034,174,0.834,49304,42300,0.461,38485.859375,34600,0.439596354961395,56547,47800,0.448,42991.70703125,39809.5234375,0.406985521316528,0,0,0,12000,19400,25000,34600,42300,50000,59200,64900,71900,94900,120900,130400,143800,165400,214200,286400,561000,1828700,202626,118642,43199,59075,76668,82887,68948,51040,36342,25655,18269,13241,9363,6881,5111,3741,2870,2210,1688,1389,1138,7594,2013,NA
"367",367,3,"LU","Total",230186,329.377,1431,203,0.857,55860,45500,0.45,42782.6171875,36400,0.424511820077896,64010,51500,0.438,47717.83984375,42133.33203125,0.391342222690582,0,0,6300,19600,25000,29900,38300,45500,52900,61900,67600,74800,99300,129600,140900,157800,186600,257800,358700,776200,3525800,62692,29427,17325,22499,27936,32249,27199,20082,14055,9682,7101,4997,3579,2644,2028,1513,1214,912,724,603,482,3935,2013,NA
"368",368,4,"UR","Total",20659,16.978,822,184,0.809,49026,44000,0.396,37523,34600,0.377223044633865,57181,50400,0.386,42459.25,40095.23828125,0.340316623449326,0,1100,7600,19300,24200,29100,37000,44000,50900,58300,62900,68700,87200,109400,117900,129500,148400,195500,260100,450000,NA,5856,2464,1800,2152,2672,3017,2753,1873,1242,797,550,323,238,164,126,84,62,52,34,30,29,197,2013,NA
"369",369,5,"SZ","Total",90670,413.439,4560,272,0.915,84834,48800,0.595,64481.58203125,39700,0.573770940303802,92739,55200,0.571,69277.5078125,44857.14453125,0.54140442609787,0,0,6200,20600,26400,31800,40800,48800,57800,70000,78200,89200,134000,214300,253800,312500,425500,721300,1228000,3988100,NA,22644,11436,6217,7968,9754,11224,9626,7240,5404,3953,2941,2264,1756,1366,1075,829,745,611,469,417,366,5009,2013,NA
"370",370,6,"OW","Total",22142,56.365,2546,201,0.922,64234,44200,0.539,48219.40234375,35133.33203125,0.509018421173096,71958,49900,0.523,52817.25390625,40765.5703125,0.476895600557327,0,1300,6200,17900,23400,28300,37000,44200,51400,60200,65800,72700,96800,128700,141400,160200,197400,285600,410900,1194200,NA,5948,3069,1769,2167,2709,3119,2596,1883,1289,884,627,438,278,234,173,128,110,62,70,61,41,435,2013,NA
"371",371,7,"NW","Total",25361,83.5,3292,308,0.901,75217,49700,0.532,57808.2890625,40700,0.508168995380402,82779,55700,0.514,62439.16015625,45750,0.477623969316483,0,2700,9500,22900,28500,33700,42200,49700,58300,69200,76300,85500,118300,167200,190600,226800,296000,424000,641100,2640000,NA,5680,2628,1797,2263,2756,3322,2905,2238,1643,1226,902,686,529,385,311,226,180,123,106,110,98,927,2013,NA
"372",372,8,"GL","Total",23411,27.083,1157,175,0.859,51448,43000,0.436,39602.0390625,34100,0.410529285669327,59368,49000,0.426,44460.26171875,39800,0.377509981393814,0,800,6900,18700,23600,28000,36000,43000,50100,58000,63000,69000,89200,113600,124000,138600,163800,215400,309100,680000,NA,6364,3007,1931,2621,3116,3333,2876,2003,1335,918,575,413,258,207,136,108,75,70,52,46,43,288,2013,NA
"373",373,9,"ZG","Total",69522,351.624,5058,481,0.881,93539,56800,0.572,69812.671875,45923.078125,0.542861044406891,101080,63400,0.554,74389.4453125,51000,0.517255485057831,0,0,6400,23100,30500,36800,47000,56800,68500,84000,94800,108200,160000,245300,282900,338100,433900,677400,1067800,3501200,NA,14995,8496,4019,4586,5759,7100,6837,5707,4546,3620,2917,2403,1980,1511,1251,1003,810,647,565,487,459,4819,2013,NA
"374",374,10,"FR","Total",170328,212.514,1248,169,0.859,53198,43900,0.463,39898.5703125,34000,0.440301090478897,61946,50400,0.455,45046.2734375,40400,0.408974677324295,0,0,3700,15400,21300,26300,35900,43900,52000,61600,67600,74900,98600,126000,136200,150400,174100,227600,303900,604900,2038100,54489,27439,13124,16595,19605,21235,18511,14222,10324,7444,5425,3850,2755,2010,1469,1154,839,672,535,409,332,2379,2013,NA
"375",375,11,"SO","Total",163910,185.272,1130,206,0.821,52767,45400,0.438,40888.2265625,37100,0.412442952394485,60969,51600,0.429,46081.83984375,43000,0.382474780082703,0,0,2000,17700,23700,28900,38000,45400,53100,62500,68300,75400,98400,124800,134700,148800,171900,226100,299000,600900,2309200,45021,25345,10292,15047,19025,22172,18863,14245,10458,7391,5380,3816,2652,1923,1432,1079,825,581,460,407,326,2191,2013,NA
"376",376,12,"BS","Total",123212,292.719,2376,216,0.881,62858,44700,0.531,50027.25390625,37800,0.505486607551575,69706,50100,0.504,54514.2265625,42613.24609375,0.46879056096077,0,0,3000,15600,20300,25300,35500,44700,54100,65300,72400,81400,115400,160000,176400,201300,244000,340900,480400,1204200,7045100,34503,19116,11223,12265,12495,13615,11927,9778,7256,5164,3805,2947,2220,1771,1372,1204,891,801,658,518,429,3757,2013,NA
"377",377,13,"BL","Total",167319,328.563,1964,344,0.833,64439,52000,0.463,48154.2734375,41700,0.432058244943619,72968,58600,0.445,53440.05859375,47200,0.397102445363998,0,0,4100,20300,27200,33500,43300,52000,61200,72400,79700,88500,119300,158300,172700,195100,232700,320200,445200,988300,3290800,42173,23276,9787,12213,15284,19274,18404,15580,11951,9201,6814,5165,3846,2985,2187,1820,1378,1153,943,722,614,4722,2013,NA
"378",378,14,"SH","Total",47285,56.325,1191,198,0.835,53016,44600,0.436,40958.34375,36133.33203125,0.41009533405304,60631,50300,0.424,45676.59765625,41416.66796875,0.378618031740189,0,0,5800,18600,23800,28600,37100,44600,52100,61100,66900,73800,97200,124000,135100,150100,178500,237600,325000,751000,NA,12872,6317,3715,4820,5788,6447,5446,4032,2953,1912,1480,1012,752,521,350,309,215,160,120,120,92,724,2013,NA
"379",379,15,"AR","Total",32322,44.635,1381,181,0.864,54111,43500,0.46,41481.31640625,34700,0.435390263795853,61756,49400,0.449,46081.99609375,40100,0.405304849147797,0,0,5500,18100,22900,27400,35900,43500,50900,60200,66100,73200,98100,131000,142900,160800,193400,271100,359000,907900,NA,9052,4491,2589,3513,4035,4375,3548,2619,1854,1316,878,667,476,314,275,198,186,130,94,87,74,603,2013,NA
"380",380,16,"AI","Total",9236,14.35,1554,183,0.872,55903,43850,0.468,42724.33203125,34866.66796875,0.444410175085068,64242,50250,0.454,47648.90625,40490.7421875,0.409957885742188,0,0,6700,18700,23200,28000,36500,43850,51300,60700,66750,74500,101200,135000,148700,176800,223000,325000,443000,NA,NA,2541,1229,748,998,1121,1283,1010,747,553,365,233,194,149,93,79,68,39,28,31,25,27,216,2013,NA
"381",381,17,"SG","Total",289841,326.038,1125,181,0.845,51695,43400,0.436,39608.1015625,34600,0.411855906248093,59758,49500,0.424,44508.10546875,40200,0.377298146486282,0,0,6100,18300,23300,27900,36300,43400,50600,59400,64800,71500,93700,120700,131200,146900,173700,233700,320000,682500,2213800,82378,38813,23883,30620,37045,40988,33099,24417,16774,11791,8027,5598,4006,2870,2093,1536,1224,952,750,665,495,4195,2013,NA
"382",382,18,"GR","Total",127631,158.695,1243,185,0.852,49519,40600,0.49,38131.3984375,32592.591796875,0.469911128282547,57122,46000,0.468,42780.640625,38095.23828125,0.431856423616409,0,0,2200,9700,15200,21400,31900,40600,48900,58300,64000,71000,93900,121700,132600,150800,179500,260000,351400,769200,2902500,35466,25857,10916,11602,14434,15342,13138,9947,7200,5002,3338,2446,1752,1284,856,640,544,423,372,274,197,2067,2013,NA
"383",383,19,"AG","Total",370463,503.572,1359,286,0.805,58695,49800,0.416,44575.58203125,40000,0.389383345842361,67115,56300,0.405,49737.61328125,45428.5703125,0.35672390460968,0,0,7300,23100,29100,34100,42300,49800,58000,68100,74400,82200,107500,136900,148000,163000,189000,243300,318700,605900,1605500,88444,42873,22179,30475,40990,49362,44091,35123,26184,19378,14286,10741,7528,5685,4127,3132,2484,1851,1460,1200,963,6351,2013,NA
"384",384,20,"TG","Total",152496,198.98,1305,200,0.844,55079,45500,0.437,41771.98828125,35800,0.414402216672897,63379,52000,0.427,46763.328125,41500,0.383153080940247,0,0,6700,20300,25300,30100,38300,45500,53000,62400,68200,75400,99300,128000,139200,155700,182200,243400,323100,708100,2819700,40098,19148,10919,15436,18951,21054,17617,13253,9545,6765,4833,3401,2447,1816,1301,967,790,598,525,378,316,2436,2013,NA
"385",385,21,"TI","Total",220667,373.634,1693,147,0.891,52789,38300,0.529,40007.55859375,30500,0.501882493495941,59728,43900,0.511,44301.453125,35800,0.470534086227417,0,0,1100,11400,16400,20900,29900,38300,46900,57000,63200,71000,98900,139000,156100,184400,234900,331300,478200,1045600,3050900,68474,40978,22699,24631,26443,24761,20548,15148,11081,7471,5317,3984,2838,2193,1653,1377,1107,860,667,627,513,5771,2013,NA
"386",386,22,"VD","Total",429423,936.022,2180,199,0.871,61458,44300,0.531,45328.609375,35692.30859375,0.49768054485321,69875,50800,0.506,50506.97265625,41400,0.45801106095314,0,0,0,12400,18900,24600,35000,44300,54300,66500,74300,84400,120600,169000,188700,217700,267500,376100,518500,1066300,3595400,133623,78750,32525,38907,44186,45354,39398,31365,24245,18026,13988,10767,8476,6578,5127,4232,3463,2782,2347,1956,1621,15330,2013,NA
"387",387,23,"VS","Total",230829,219.536,951,123,0.87,42148,34500,0.533,32191.51953125,27076.923828125,0.514040052890778,48793,39100,0.524,36198.33203125,32700,0.48610720038414,0,0,0,3500,6300,11700,24400,34500,43300,52300,57700,64200,84300,108000,117300,131200,155300,213200,276100,579600,2075000,80419,66178,16898,21709,24881,26106,21617,15666,11120,7421,4864,3375,2315,1626,1136,884,720,534,406,388,288,2697,2013,NA
"388",388,24,"NE","Total",104981,118.321,1127,155,0.852,50329,41400,0.473,38172.36328125,33421.05078125,0.44116735458374,58026,46900,0.467,42797.9609375,39142.85546875,0.415338128805161,0,0,300,12800,19400,24400,33400,41400,49700,59500,65600,73200,97200,125900,136900,151800,177100,240700,328500,649400,2316000,33902,19050,7708,11093,12595,12864,10553,8000,5907,4378,3090,2182,1607,1132,884,685,521,395,314,248,185,1590,2013,NA
"389",389,25,"GE","Total",258615,813.028,3144,197,0.893,69671,45100,0.588,50999.515625,35800,0.552196979522705,76969,51000,0.57,55404.0703125,41200,0.525682985782623,0,0,0,9300,16900,22200,33500,45100,56900,70800,79300,90200,131000,188700,212900,251300,320500,477600,706500,1962900,11067000,81768,52805,19077,23438,22198,22409,21415,18199,15249,11875,9002,6893,5450,4285,3478,2903,2230,1964,1569,1404,1167,11605,2013,NA
"390",390,26,"JU","Total",44245,32.206,728,120,0.839,44602,38700,0.446,33902.21484375,30222.22265625,0.418410867452621,52513,44300,0.444,38622.91796875,36300,0.390314221382141,0,0,1600,12700,18500,23100,31200,38700,46000,54500,59800,66100,85200,107100,115300,126000,144300,186200,242100,439500,NA,15312,7983,3718,5276,5925,5805,4547,3283,2335,1585,1036,724,473,349,238,177,122,103,82,60,54,370,2013,NA
"391",391,1,"ZH","Total",875801,2112.279,2412,331,0.85,67433,50600,0.496,51699.890625,41700,0.466309636831284,75258,56800,0.477,56575.6875,46900,0.434196144342422,0,0,3500,19200,25300,31300,41600,50600,60500,72800,80800,91100,126200,173000,191900,219400,267000,374700,532400,1238100,4421300,219410,123137,56459,71104,82805,96109,90198,74643,57493,44022,34115,26394,20353,16747,12459,9870,7922,6561,5221,4349,3802,32038,2014,NA
"392",392,2,"BE","Total",639758,679.492,1062,178,0.835,49747,42600,0.462,38807.7734375,34800,0.440961062908173,57132,48100,0.447,43412.91015625,40000,0.406872510910034,0,0,0,12200,19600,25200,34900,42600,50300,59600,65200,72300,95500,121800,131400,145000,167300,217800,288600,579800,1847600,201931,118360,43276,59036,76023,83533,69656,51895,36657,26219,18616,13425,9561,6975,5252,3813,2976,2256,1787,1386,1105,7951,2014,NA
"393",393,3,"LU","Total",233132,319.546,1371,208,0.845,55718,46000,0.44,42809.54296875,37000,0.416165888309479,63851,51900,0.43,47741.4921875,42600,0.384076595306396,0,0,6500,20100,25300,30400,38800,46000,53500,62600,68400,75600,100400,130700,142700,159600,190100,263000,371100,774900,2922000,62077,29439,16931,22485,27984,32489,27756,20450,14636,10143,7210,5183,3711,2865,2067,1557,1278,916,722,634,518,4158,2014,NA
"394",394,4,"UR","Total",20707,18.867,911,199,0.813,50668,45100,0.396,38746.1484375,35600,0.374308854341507,58821,51500,0.388,43651.296875,41266.66796875,0.34074205160141,0,2000,8500,20200,25500,30200,38300,45100,51900,59800,64400,70200,88500,111900,120500,131400,151200,200300,270000,465300,NA,5637,2329,1750,2076,2634,3063,2676,1985,1346,884,541,326,260,186,145,84,55,58,42,31,26,210,2014,NA
"395",395,5,"SZ","Total",91874,532.218,5793,290,0.928,95791,49500,0.634,72344.3515625,40300,0.612424314022064,103634,55800,0.611,77108.4921875,45500,0.581538081169128,0,0,6300,21000,26700,32300,41300,49500,58700,70900,79300,90400,137700,224700,271000,339000,470500,812700,1426200,4911300,NA,22403,11356,6240,7913,9717,11236,9700,7476,5599,4097,3025,2347,1763,1347,1112,908,736,600,496,449,376,5381,2014,NA
"396",396,6,"OW","Total",21922,38.644,1763,213,0.877,58689,45500,0.469,45422.23828125,36300,0.452425867319107,66589,51400,0.458,50139.04296875,41933.33203125,0.422049313783646,0,2000,7600,19900,25000,30100,38500,45500,53200,61800,67400,74600,99700,132700,145700,165300,205700,303500,458700,1161100,NA,5453,2662,1729,2141,2680,3038,2642,1957,1343,894,655,449,327,249,195,136,121,80,67,41,50,466,2014,NA
"397",397,7,"NW","Total",25484,108.274,4249,326,0.92,84108,50200,0.572,64392.5390625,41400,0.548028886318207,91520,56300,0.553,68931.078125,46400,0.518752217292786,0,2900,10100,23900,29500,34600,43000,50200,59100,70200,77400,86800,118300,167800,192600,226400,288500,418900,640300,2487400,NA,5422,2523,1657,2280,2791,3356,2894,2273,1710,1264,979,736,528,382,288,246,203,127,108,88,87,964,2014,NA
"398",398,8,"GL","Total",23583,24.617,1044,182,0.837,50943,43400,0.423,39652.87109375,34600,0.402351170778275,58797,49300,0.416,44483.5546875,40266.66796875,0.371519863605499,0,900,7100,18800,23900,28200,36300,43400,50900,59000,64100,70000,90700,115500,124100,138000,163900,217300,290500,563000,NA,6238,2976,1980,2597,3060,3237,2881,2124,1377,936,638,411,304,236,136,100,93,69,54,56,30,288,2014,NA
"399",399,9,"ZG","Total",70677,350.071,4953,498,0.875,92911,57300,0.564,69275.375,46500,0.534127652645111,100445,63900,0.548,73845,51600,0.509389638900757,0,0,6300,23400,30700,37200,47400,57300,69300,85000,95800,109600,162700,248800,287200,341900,437500,682100,1064800,3153200,NA,14937,8647,3910,4741,5674,7152,6936,5692,4677,3771,2952,2448,2001,1584,1300,1073,841,721,513,549,456,5039,2014,NA
"400",400,10,"FR","Total",173745,202.933,1168,176,0.843,52953,44600,0.452,39596.0859375,34666.66796875,0.425671815872192,61698,51000,0.445,44765.08984375,41000,0.395180106163025,0,0,3800,15600,21500,26800,36400,44600,52800,62400,68500,75900,99900,127900,138100,152500,176600,233200,309200,607000,1689000,54639,27516,13430,16308,19699,21542,19029,14679,10749,7764,5689,3986,2888,2201,1573,1240,891,720,551,415,347,2528,2014,NA
